,Name,Address,Website,Contact,Email,VC,VC_Phone,REG,REG_Phone
794,Maharashtra National Law University,Post Box No. 8338  Deonar  Mumbai Maharashtra   Maharashtra - 400088 ,http://www.nlumumbai.edu.in,022-2548 0042  ,nlumumbai@mnlumumbai.edu.in,Professor (Dr.) Bhavani Prasad Panda,,,
795,Medi-Caps University,A B Road   Pigdamber  Rau Indore   Madhya Pradesh - 453331 ,http://www.medicaps-institute.ac.in/, 0731-4259500  2856294  ,info@medicaps-institute.ac.in,Prof. (Dr.) Sunil K. Somani,0731-4259545,Dr. Pradyumna Yadav,0731-4259550
796,MIT Art Design and Technology University,Rajbaug   Next to Hadapsar  Loni Kalbhor   Pune   Maharashtra - 412201 ,http://www.mituniversity.edu.in,020- 26912901/02/03  ,enquiry@mituniversity.edu.in,Dr Sunil Rai ,020-30693700,Dr Mahesh R. Deshpande,"020-26912901,02,03"
797,Mandsaur University,By-pass Square  Rewas Dewda Road Sh-31  Mandsaur   Madhya Pradesh - 458001 ,mandsauruniversity.edu.in,  ,,Prof(Dr.) Shalini Gupta,7508812933,Prof(Dr.) O.P. Sikhwal,9752122999
798,Dr. B. R. Ambedkar University of Social Sciences,Dr. Ambedkar Nagar   Mhow-453441 Dist-Indore  MP   Madhya Pradesh - 453441 ,https://brauss.in/,  ,,Dr. R. S. Kureel,,,
799,Central Institute of Buddhist Studies(CIBS),Choglamsar  Leh (Ladakh)  Jammu & Kashmir    Jammu and Kashmir -  ,http://www.cibs.ac.in/,  ,,,,,
800,Brainware University,398  Ramkrishnapur Road  Barasat  Kolkata North 4 Pgs.  West Bengal   West Bengal - 700125 ,http://brainwareuniversity.ac.in/,033-7144 5575  ,info@brainwareuniversity.ac.in,Dr.Subrata Kumar Day,033-7144 5614,Mrs.Mahua Pal,033-7144 5573/ 4020 0851
801,Maharaja Bir Bikram University,Agartala Tripura    Tripura -  ,,  ,,,,,
802,PDM University,Post Box No.-15  Sector-3A  Sarai Aurangabad  Bahadurgarh Haryana   Haryana - 124507 ,,  ,,,,,
803,Dr. A.P.J Abdul Kalam University,"Indore-Dewas Bypass Road Village- Arandia   Post- Jhalaria,Indore   Madhya Pradesh - 452016 ",www.aku.ac.in,0731-6502390  8718803404  ,registrar_office@aku.ac.in,Dr (Prof) Tapan Kumar Mitra,0731-6502390,,
804,Shri Vaishnav Vidyapeeth Vishwavidyalaya,Sanwer Road Indore Madhya Pradesh   Madhya Pradesh - 453111 ,http://www.svvv.edu.in,0731-2729071-75  ,vc@svvv.edu.in,Prof. (Dr) Upinder Dhar,0731-2729071-75  Ext. 1110,Shri Debashis Chaudhuri(Deputy Registrar) (Officiating Registrar),0731-2729071-75  Ext. 1120
805,Sandip University,Trimbak Road Mahiravani   Nashik  Maharashtra   Maharashtra - 422213 ,www.sandipuniversity.edu.in,02594-222541  ,info@sandipuniversity.edu.in,Col. Prof. N. Ramachandran,"02594-222541,222542 Ext. 6001",Dr. Chetan Choudhary,02594- 222545
806,Sankalchand Patel University,Sankalchand Patel vidyadham  Visnagar-384315 Gujarat   Gujarat - 384315 ,,  ,,,,,
807,Anant National University,Sanskardham Campus  Bhopal-Ghuma-Sanand Road Ahmedabad   Gujarat - 382115 ,http://www.anu.edu.in,02717-718300  ,info@anu.edu.in,Dr. Anunaya Chaubey,02717-718300,Dr Sandeep vasant,02717-718300
808,Bhupal Nobles University,Maharana Pratap Station Road Sevashram Circle  Udaipur   Rajasthan- 313001 ,https://www.bnuniversity.ac.in,0294-2414497  ,registrar@bnuniversity.ac.in,Prof. Jeevan Singh Ranawat(President),0294-2414496,prof. Raghuveer Singh Chouhan,0294-2414497
809,Navsari Agriculture University,Navsari     Gujarat - 396450 ,,  ,,,,,
810,Amity University,Ranchi City Campus  Niwaranpur Adjoining Over Bridge   Main Road  Ranchi   Jharkhand - 834002 ,http://www.amity.edu/ranchi/,0651-6605200  7282077771/2/3/4,info@rnc.amity.edu,Prof Dr Raman Kumar Jha,0651-6605314,Mr Prabhakar Tripathi,0651-6605314
811,Pragyan International University,"Bariatu Road  Booty More,P.O.-RMCH Ranchi   Jharkhand - 834009 ",,  ,,,,,
812,Malwanchal University,"Index City,NH-59A  Nemawar Road  Near Khundel  District-Indore   Madhya Pradesh - 452016 ",https://www.malwanchaluniversity.com,0731-4013656  ,info@malwanchaluniversity.com,Dr N K Tripathi,0731-4013656,Dr M Christopher,0731-4013656
813,AISECT University,Infront of Gandhi Maidan   Matwari  Distt.- Hazaribag Hazaribagh   Jharkhand - 825301 ,http://www.aisectuniversityjharkhand.ac.in/,8252299990  8404884433,info@aisetuniversityjharkhand.ac.in,Prof. (Dr) S K Srivastava,06546-270315,Dr Munish Govind,06546-270315
814,Bhakta Kavi Narsinh Mehta University,C/o Govt. Polytechnic College Bilkha Road Khadiya  Junagadh   Gujarat - 362640 ,,  ,,,,,
815,Shri Govind Guru University,"Government Polytechnic Campus  Gadukpur,Godhra  Dist. Panchmahals   Gujarat - 389001 ",,  ,,,,,
816,Govind Guru Tribal University,Shri Govind Guru Government College Campus  Banswara    Rajasthan- 327001 ,,  ,,,,,
817,Marwadi University,Rajkot-Morbi Highway   Rajkot    Gujarat - 360003 ,,0281-2923112  ,info@marwadieducation.edu.in,Dr. Yogeshwar Prasad Kosta,0281-2924156,Mr. Naresh Jadeja,0281-2924156
818,Khallikote University,"Khallikote College Campus  Ganjam  Berhampur,   Orissa - 760001  ",,  ,,Prof. Amarendra Narayan Misra,94372 95915,Mr. Kishore Chandra Das,94372 38915
819,Siddharth University,kapilvastu  Siddharth Nagar    Uttar Pradesh - 272202 ,,  ,,,,,
820,The Sanskrit College and University,Bankim Chaterjee Street Kolkata    West Bengal - 700073 ,,  ,,,,,
821,Era University,Sarfarazganj Hardoi Road Lucknow   Uttar Pradesh - 226003 ,http://www.erauniversity.in,0522-6600777  6656500  ,info@erauniversity.in,Prof. (Dr.) Abbas Ali Mahdi,0522-6600777,Prof. (Dr.) Anu Chandra,0522-6600777
822,Gangadhar Meher University,Sambalpur     Orissa - 768004 ,,  ,,,,,
823,Bennett University,Plot No.8-11  TechZone II  Greater Noida   Uttar Pradesh - 201 310 ,www.bennett.edu.in,0120 7199300  ,info@bennett.edu.in,PRof. Raghunath Shevgaonkar,0120 7199600,"Col.(retd) Vijay Kumar,SM  VSM ",0120 7199311
824,Sanskriti University,28 K.M. Stone  Mathura-Delhi Highway  Chhata  Mathura   Uttar Pradesh -  ,http://www.sanskriti.edu.in/,7500183300,info@sanskriti.edu.in,Prog. (Dr.) Rana Singh,"07500183300,",Dr. Aditya Sharma,7500183300
825,Rama Devi Women's University,Bhubaneswar odisha    Orissa -  ,,  ,,,,,
826,IIMT University,"""O"" Pocket  Ganga Nagar Mawana Road Meerut   Uttar Pradesh - 250001 ",http://iimtu.com/,0121-2793500-506  ,mail@iimtu.com,Dr Deepa Sharma,0121-2793702,Shri Ashok Kumar,0121-2793706
827,Allahabad State University,CPI Parisar  Civil Lines  Allahabad   Uttar Pradesh -  ,,  ,,,,,
828,ISBM University,Vill-Nawapara (Kosmi) Block  Tehsil-Chhura  Dist-Gariyaband   Chhattisgarh- 493996 ,,  ,,,,,
829,G.H Raisoni University,"Vill-Saikheda,Dhoda Borgaon  Tah-Saunsar  Dist-Chhindwara   Madhya Pradesh -  ",,  ,,,,,
830,Plastindia International University,Dungra  GIDC  Vapi   Dist-Valsad   Gujarat - 396195 ,http://www.plastindia.edu.in,022026832911-14  ,info@plastindia.edu.in,Mr. Arvind M Mehra,022-26832911-14,,
831,Jharkhand Raksha Shakti University,Old Judicial Academy (Shri Krishna Lok Prashashan Sansthan Parisar) Mayors Road  Ranchi   Jharkhand - 834002 ,,  ,,,,,
832,International Institute of Information Technology (IIIT),Gothaparna  P.O-Malipada  Bhubaneswar   Orissa - 751003 ,,  ,,,,,
833,Usha Martin University,12 Mile  Ranchi Khunti Road  NH-75  Ranchi   Jharkhand - 835221 ,,  ,,,,,
834,Birla Global University,"IDCO Plot No-2 Institutional Area,VIII-Gothapatna  P.S-Chandaka,Bhubaneswar   Orissa - 751029 ",http://www.bgu.ac.in,0674-71030001  0674-71030010,enquiry@bgu.ac.in,Prof(Dr) Sudhakar Panda,0674-7103005,Prof(Dr) B. K. Das,0674-7103006
835,The Assam Royal Global University,Betkuchi   Opp Tirupati Balaji Temple NH-37  Guwahati   Assam - 781035 ,http://www.rgu.ac/,0361 2270100  0361 2270300,registraroffice@rgu.ac,Prof (Dr) S P Singh,0361 2270400,Ms Angira Mimani,0361 2270400
836,Jharkhand Raksha Shakti University,Old Judicial Academy Mayors Road Ranchi   Jharkhand - 834002 ,,  ,,,,,
837,CT University,Ferozepur Road  Ludhiana    Punjab - 142024 ,http://www.ctuniversity.in,  ,,Dr. Harsh Sadawarti,9814078621,Dr. Jagtar Singh Dhiman,01624-503800
838,Symbiosis University of Applied Sciences (SUAS),Bada Bangadda   Super Corridor  Indore   Madhya Pradesh - 452001 ,,  ,,Dr. Sanjay kumar,0731-2581303,Dr. Peeyush Pandey,0731-2581303
839,St. Joseph University,Virgin Town  Khekiho-Zhimomi Road Ikishe Model Village  Ps- Diphupar  Dimapur   Nagaland - 797115 ,www.stjosephuniv.edu.in ,03862-242069  ,info@stjosephuniv.edu.in,Dr D Gnanadurai,03862-242069,Dr A Kanchana,03862-242069
840,Harcourt Butler Technical University,Kanpur     Uttar Pradesh - 208002 ,,  ,,,,,
841,Bareilly International University,Rohilkhand Medical College Campus Pilibhit Bypass Road Bareilly   Uttar Pradesh - 243006 ,,  ,,,,,
842,Sai Tirupati University,Ambua Road Village Umarda  Girwa Udaipur   Rajasthan- 313015 ,,  ,,,,,
843,St. Xavier's University,Premises No. IIIB-1  Plot No. IIIB/1  Action Area IIIB  P.S. New Town  Kolkata   West Bengal - 700156 ,,  ,,,,,
844,Uttarakhand Aawasiya Viswavidyalaya,Jagat Singh Bist Rajkiya Hotel Management and Catering Sansthan Parisar  Chilkapita  Khatyadi  Almora   Uttarakhand - 263601 ,www.uru.ac.in,05962 233145  ,,Prof. H S Dhami,05962 233145,Dr. Bipin Chandra Joshi,05962 233145
845,Starex University,NH-8  Vill.  Binola  P.O. Bhorakalan  Gurugram   Haryana -  ,www.starexuniversity.com,0124-2379990/1/2/3  ,info@starexuniversity.com,Dr. Ashok Diwakar,0124-2379990/1/2/3,Dr. S. L. Vasishta,0124-2379990/1/2/3
846,Avantika University,Vishwanathpuram  Lekoda Village Ujjain   Madhya Pradesh - 456006 ,http://www.avantikauniversity.edu.in/,0734-4296600  ,info@avantika.edu.in  adimission.edu.in,Dr Prasheel Suryavanshi,0734-4296666,Dr Manesh Patil,0734-4296633
847,Karnataka State Rural Development and Panchayat Raj University,Raitha Bhavana  General Cariappa Circle  Gadag  Karnataka- 582101 Regional Office:- Grameenabhivruddhi Bhavan  Ananda Rao Circle  Bengaluru-560009   Karnataka - 582101 ,www.ksrdpru.in,08372-230338  080-28015428  FAX: 08372-297343  080-28015429,registrarksrdpru@gmail.com,Prof.(Dr) B Thimme Gowda,"08372-230338,080-28015428",Prof.(Dr) Suresh V. Nadagoudar,"08372-230338,080-28015428"
848,Garden City University,"GCC House  #340  5th Main  Indiranagar Double Road,  1st Stage  Indiranagar  Banglore    Karnataka - 560038 ",https://www.gardencity.university,9019921992   080-0 66487600,gcu@gardencity.university,Dr V B Coutinho,080-25261112,Shri Pradeep Seraphim,"080-30938100,30938200"
849,"Maharashtra National Law University,",Training Institute(JOTI)  Civil Lines   C P Club Road  Nagpur   Maharashtra - 440001 ,,  ,,,,,
850,Mody University of Science & Technology,Laxmangarh District - Sikar Rajasthan   Maharashtra -  ,,  ,,,,,
851,Mody University of Science & Technology,Laxmangarh District - Sikar Rajasthan   Rajasthan-  ,www.modyuniversity.ac.in,1573-225001-12  ,contact@modiuniversity.ac.in,Prof. (Dr) Suresh Advani,01573-225874,Dr. Vinod Purohit,01573-225872
852,Cluster University of Jammu,Govt College for Women   Gandhi Nagar   Jammu   Jammu and Kashmir - 180004 ,,  ,,,,,
853,Karnavati University,907/A  Uvarsad Ghandhinagar     Gujarat - 382422 ,http://www.karnavatiuniversity.com,079-23970000  ,info@karnavatiuniversity.com,Dr. Deepak Shishoo,079-23970000,Mr. Tariq Ali Saiyed,079-23970000
854,Banda University of Agriculture & Technology,Banda Uttar Pradesh    Uttar Pradesh - 210001 ,,  ,,,,,
855,P. P. Savani University,NH 8  GETCO  Near Biltech Village: Dhamdod  Kosamba  Ta.: Mangrol  Dist.: Surat   Gujarat - 394125 ,,  ,,Dr. Parag Sanghani,,Dr. Bindesh Patel,
856,Dr. Vishwanath Karad MIT World Peace University,S.no.-124  Paud Road  Kothrud  Pune   Maharashtra - 411038 ,,  ,,,,,
857,Himalayan Garhwal University,Dhaid Gaon  Pokhra   Pauri Garhwal   Uttarakhand -  ,,  ,,,,,
858,Himalayan Garhwal University,Dhaid Gaon  Shiv Nagar Block Pokhra Distt. Pauri Garhwal   Uttarakhand - 246169 ,www.hgu.in,8395874101/02  ,info@hgu.ac.in,Prof (Dr.) Nand Kishore Sinha,8395874103,Prof. Pradeep Kumar Dey,8395875007
859,Raiganj University,P.O. Raiganj  Dist. Uttar Dinajpur West Bengal   West Bengal - 733134 ,http://raiganjuniversity.ac.in/,  ,,Prof. Anil Bhuimali,03523-242570,,
860,Vishwakarma University,"survey No.-2,3,4   Laxmi Nagar Kondhwa Budruk  Pune   Maharashtra - 411048 ",https://www.vupune.ac.in/,Dr Bipin Sule--9822225577  ,bipin.sule@vit.edu  bipin.sule@vupune.ac.in  bipinsule@gmail.com,Prof Dr. Siddharth Jabade,"020-26950300,302",Prof. Dr Kedar Sant,020-26950305
861,Symbiosis Skills and Open University,Village- Kiwale  Adjoining Pune Mumbai Expressway  Tal- Havely  Pune   Maharashtra - 412101 ,http://www.ssou.ac.in/,020-67187768  ,,Dr Shravan Kadvekar ,020-67187703,Dr Yasin Sheikh,020-67187720
862,University of Technology,Vatika  Tehsil-Sanganer  Jaipur   Rajasthan-  ,https://www.uot.edu.in,8385012345  9829209000,info@uot.edu.in,Dr. R.L.Godara,0141-4098900,Pradeep Kumar Day,0141-4098900
863,Sri Guru Ram Das University of Health Sciences,Mehta Road  Vallah  Sri Amritsar    Punjab - 143001 ,,  ,,,,,
864,Uttar Pradesh University of Medical Sciences,Saifai  Etawah    Uttar Pradesh - 206130 ,,  ,,,,,
865,JSS Science & Technology University,JSS Technical Institutions Campus Mysuru    Karnataka - 570006 ,,  ,,,,,
866,Sandip University,Vill - Sijoul  Dist.-Madhubani    Bihar - 847235 ,,  ,,,,,
867,Maharashtra National Law University,Government B.Ed College Campus  Padampura  Aurangabad   Maharashtra - 431005 ,,  ,,,,,
868,Bhartiya Skill Development University,Plot No. SI/INST/001  Social Infrastructure Zone   Mahindra World City  Off Ajmer Road  Jaipur   Rajasthan- 302037 ,www.ruj-bsdu.in,0141-6655440/41  ,contact@ruj-bsdu.in,Brig (Dr)Surjit Singh Pabla,0141-6655440/41 Extn 402,Prof. (Dr)GMJ Bhat,0141-6655440/41 Extn 403
869,K K University,Berauti  Nepura Biharsharif   Nalanda   Bihar - 803115 ,,  ,,,,,
870,Manipur Technical University,Takyelpat  Imphal Manipur   Manipur-  ,,  ,,,,,
871,Jananayak Chandrashekhar University,Ballia     Uttar Pradesh - 277001 ,,  ,,,,,
872,Shri Guru Ram Rai University,Patel Nagar Dehradun    Uttarakhand -  ,,  ,,,,,
873,Sarla Birla University,Village-Ara  PO- Mahilong Ranchi-purulia Highway   Ranchi   Jharkhand - 835103 ,,  ,,,,,
874,Bengaluru North University,Devaraj Urs Extension   Tamaka Kolar  Karnataka    Karnataka - 563103 ,,  ,,,,,
875,Swarnim Startup & Innovation University,Bhoyan Rathod  Opp. IFFCO  Adalaj-Sertha Road  Gandhinagar   Gujarat - 382420 ,,  ,,,,,
876,Sanjay Ghodawat University,A/P-Atigre  Tal-Hatkanangale  Dist-Kolhapur    Maharashtra - 416118 ,http://www.sanjayghodawatuniversity.ac.in/,0230-2463774  0230-2463761,info@sanjayghodawatuniversity.ac.in,Dr V A Raikar,0230-2463700,Dr B M Hirdekar,0230-2463772
877,Bengaluru Central University,"Central College Campus   Dr. Ambedkar Veedhi Bengaluru,   Karnataka - 560001 ",,  ,,,,,
878,Sharnbasva University,Kalaburgi  (Gulbarga)    Karnataka - 585103 ,,  ,,,,,
879,Haryana Vishwakarma Skill University,Dudhola Palwal Sector-18  Gurugram   Haryana -  ,,  ,,,,,
880,Bhagwant Global University,Village & Post- Uttari Jhandi Chaur Tehsil- Kotdwar  Distt.- Pauri Garhwal    Uttarakhand - 246149 ,,  ,,,,,
881,University of Agricultural Sciences,Lingasuguru Road  Raichur    Karnataka - 584104 ,,  ,,,,,
882,Odisha State Open University,G.M. University Campus  Budharaja  Sambalpur   Orissa - 768004 ,,  ,,,,,
883,YBN University,Panchwati South Railway Colony  Ranchi    Jharkhand - 834001 ,,  ,,,,,
884,Arka Jain University,Opp. To Kerala public School  Mohanpur  Gamharia  Dist. Seraikela Kharsawan   Jharkhand - 832108 ,,  ,,,,,
885,Manipur University of Culture,Palace Compound  Imphal East     Manipur- 795001 ,,  ,,,,,
886,The Global University,Hollongi  Itanagar    Arunachal Pradesh -  ,,  ,,,,,
887,Indrashil University,P. O. Rajpur  Kadi  Mehsana   Gujarat - 382740 ,http://indrashiluniversity.edu.in/,02764-278813/5  ,info@indrashiluniversity.edu.in,Dr B S Nagendra Parashar(Provost),02764-278813/5,Mr Bhavik Gajjar (IC),02764-278813/5  Ext.102
888,Chinmaya Vishwavidyapeeth,Aadishankaranilayam Veliyanad Ernakulum Kerala   Kerala - 692313 ,www.chinmayauniversity.ac.in,  ,,,,,
889,Kamdhenu University,Krushibhavan  Sector 10 A  Block B  Podium Level  Gandhinagar   Gujarat - 382010 ,,  ,,,,,
890,Ras Bihari Bose Subharti university,Subhartipuram Kotda Santaur  Aamwala Road  P.O.- Chandanwadi  Nanda ki Chowki  Prem Nagar  Dehradun   Uttarakhand - 248007 ,,  ,,,,,
891,International Institute of Information Technology,Plot No.-7  Sector 24  Near Purkhoti  Muktangan  Naya Raipur   Chhattisgarh- 493661 ,,  ,,,,,
892,Quantum University,Mandawar (22 km Milestone)  Roorkee-Dehradun highway (NH-73) Roorkee   Uttarakhand - 247167 ,http://quantumuniversity.edu.in/,0132-2781728  0135-2657979  ,info@quantumuniversity.edu.in,,,,
893,Rajasthan ILD Skills University (RISU),Hostel Khasa Kothi Campus M. I. Road Jaipur   Rajasthan- 302001 ,,  ,,,,,
894,VIT Bhopal University,Indore National Highway  Kothrikalan  Sehore  Bhopal   Madhya Pradesh - 466114 ,,7560254500,admission@vitbhopal.ac.in  careers@vitbhopal.ac.in,Dr. P. Gunasekaran,7560254575,Dr. R. Padmanabhan,7560254585
895,Cluster University of Srinagar,S.P. College Srinagar  Srinagar    Jammu and Kashmir -  ,,  ,,,,,
896,Pandit S N Shukla University,Shahdol     Madhya Pradesh -  ,,  ,,,,,
897,Kaloji Narayan Rao University of Health Sciences,Kakatiya Medical College Campus  Rangampet  Warangal (U)   Telangana- 506007 ,http://knruhs.in,  ,knruhswgl15@gmail.com,Dr. B. Karunkar Reddy  M.S.,0870-2454555  2979844,Dr. D. Praveen Kumar  M.D.,0870-2454555
898,Sage University,Kailod Kartal  Indore-Dewas Bypass Road  Rau  Indore   Madhya Pradesh - 452020 ,http://sageuniversity.in/,0731-2906986  ,registrar@sageuniversity.in,Prof(Dr) Tushar K Nath,0731-2906986,Dr Manish Choudhary,0731-2906986
899,Sri P V Narsimha Rao Telangana Veterinary University,Rajendranagar   Hyderabad    Telangana- 500030 ,,  ,,,,,
900,Maharana Partap Horticultural University,Karnal     Haryana - 132001 ,,  ,,,,,
901,SRM University,Neerukonda-Kuragallu Village  Mangalagiri Mandal  Gantur District   Andhra Pradesh- 522502 ,,  ,,,,,
902,Centurion University of Technology and Management,Gidijala Junction  Anandapuram Mandal  Visakhapatnam   Andhra Pradesh- 531173 ,http://cutmap.ac.in/ ,08933-220026   ,registrar@cutmap.ac.in,Prof. Dr G.S.N.Raju,08933-220026,Dr. P Pallavi,08933-220026 
903,World University Of Design,Plot No. 1  Rajiv Gandhi Education City  Sonipat  Haryana 131029     Haryana -  ,www.worlduniversityofdesign.ac.in,0130-2205711  ,info@wud.ac.in,Prof. (Dr.) Sanjay Gupta,0130-2205701,Cdr Manjeet Singh(Retd),0130-2205731
904,Veer Surendra Sai Institute of Medical Science and Research,Ayuvihar   Burla Sambalpur   Orissa - 768017 ,,  ,,,,,
905,Sister Nivedita University,DG-1/2  New Town Rajarhat Kolkata   West Bengal - 700156 ,,  ,,,,,
906,Amity University,Rupaspur  Bailey Road Patna    Bihar - 801503 ,,  ,,,,,
907,Sardar Krushinagar Dantiwada Agricultural University,Sardar Krushinagar Dist. Banaskantha    Gujarat - 385506 ,,  ,,,,,
908,Himachal Pradesh National Law University,Ghandal  P.O. Shakrah  Sub-Tehsil Dhami  Shimla   Himachal Pradesh - 171011 ,,  ,,,,,
909,Hemchand Yadav Vishwavidyalaya(Earlier known as Durg Vishwavidyalaya),Raipur Naka  Durg    Chhattisgarh- 491001 ,http://www.durguniversity.ac.in,0788-2359100  2359200  0788-2359300  2359400,registrar@durguniversity.ac.in,Dilip Wasnikar,0788-2213300,Dr.C.L.Dewangan,0788-2359100
910,Renaissance University,Survey Number-34/2  51/1/1 Gram Reoti  Sanwer Road  Behind Aurobindo Hospital  Indore   Madhya Pradesh - 452015 ,http://renaissance.ac.in/,0731-6684150  ,,Dr. Rajesh Dikshit,0731-6684150,Dr Pramod Sharma,0731-6684150
911,Binod Bihari Mahto Koylanchal University,Dhanbad Jharkhand    Jharkhand -  ,,  ,,,,,
912,D Y Patil International University,Sector-29  Pradhikaran  Akurdi  Pune   Maharashtra - 411044 ,http://dypiu.ac.in,020-27653511  ,info@dypiu.ac.in,Prof Prabhat Ranjan,020-27653511,Dr Mukesh Parashar,
913,Dr C. V. Raman University,Block-Bhagwanpur  NH-77 (Patna-Muzaffarpur Highway) Distt.- Vaishali   Bihar - 844114 ,,  ,,,,,
914,Dr Shyama Prasad Mukherjee University,Ranchi Jharkhand    Andhra Pradesh-  ,,  ,,,,,
